Location,County/Zone,St.,Date,Time,T.Z.,Type,Mag,Dth,Inj,PrD,CrD
MURRAY,CLARKE CO.,IA,04/11/2001,11:27,CST,Tornado,F2,0,0,125.00K,0.00K
AGENCY,WAPELLO CO.,IA,04/11/2001,15:00,CST,Tornado,F2,2,3,400.00K,0.00K
DENVER,WORTH CO.,MO,04/11/2001,10:32,CST,Tornado,F2,0,0,100.00K,0.00K
VIRGINIA,GAGE CO.,NE,04/11/2001,1:40,CST,Tornado,F2,0,2,400.00K,0.00K
GLENVILLE,FREEBORN CO.,MN,05/01/2001,18:02,CST,Tornado,F2,0,0,20.000M,0.00K
OAKLAND,FREEBORN CO.,MN,05/01/2001,18:15,CST,Tornado,F2,0,0,2.000M,0.00K
NORTHFIELD,RICE CO.,MN,05/09/2001,19:00,CST,Tornado,F2,0,1,9.000M,0.00K
NORTHFIELD,DAKOTA CO.,MN,05/09/2001,19:08,CST,Tornado,F2,0,0,7.000M,0.00K
STANTON,GOODHUE CO.,MN,05/09/2001,19:13,CST,Tornado,F2,0,0,4.000M,0.00K
CONRAD,GRUNDY CO.,IA,05/10/2001,16:04,CST,Tornado,F2,0,0,150.00K,0.00K
BEAMAN,GRUNDY CO.,IA,05/10/2001,16:15,CST,Tornado,F2,0,0,35.00K,0.00K
GLADBROOK,TAMA CO.,IA,05/10/2001,16:21,CST,Tornado,F2,0,0,35.00K,0.00K
RICHLAND,KALAMAZOO CO.,MI,5/21/2001,13:20,EST,Tornado,F2,0,0,500.00K,100.00K
HARTLAND,LIVINGSTON CO.,MI,5/21/2001,13:34,EST,Tornado,F2,0,3,3.000M,0.00K
CHATHAM,MEDINA CO.,OH,5/21/2001,16:25,EST,Tornado,F2,0,0,1.000M,0.00K
FT WAYNE,ALLEN CO.,IN,05/26/2001,17:45,EST,Tornado,F2,0,3,6.500M,0.00K
BENSON,SWIFT CO.,MN,06/11/2001,14:06,CST,Tornado,F2,0,7,10.000M,0.00K
PARKERS PRAIRIE,OTTER TAIL CO.,MN,06/13/2001,17:53,CST,Tornado,F3,0,3,5.000M,0.00K
BERTHA,TODD CO.,MN,06/13/2001,18:15,CST,Tornado,F3,0,0,10.00K,0.00K
FLENSBURG,MORRISON CO.,MN,06/13/2001,19:00,CST,Tornado,F2,0,0,200.00K,0.00K
BRAINERD,CROW WING CO.,MN,06/13/2001,19:10,CST,Tornado,F2,0,0,0.00K,0.00K
RUBY,SEWARD CO.,NE,06/13/2001,18:45,CST,Tornado,F4,0,2,1.000M,0.00K
MONTPELIER,MUSCATINE CO.,IA,06/14/2001,17:01,CST,Tornado,F2,0,0,0.00K,0.00K
BLUE GRASS,SCOTT CO.,IA,06/14/2001,17:02,CST,Tornado,F2,0,3,0.00K,0.00K
LAKE WILLIAMS,KIDDER CO.,ND,07/17/2001,16:15,CST,Tornado,F2,0,0,1.000M,0.00K
CLEVELAND,STUTSMAN CO.,ND,07/17/2001,16:32,CST,Tornado,F2,0,0,500.00K,0.00K
PEKIN,NELSON CO.,ND,07/18/2001,17:05,CST,Tornado,F3,0,0,200.00K,0.00K
BOWDLE,EDMUNDS CO.,SD,07/18/2001,19:40,CST,Tornado,F2,0,0,0.00K,0.00K
GOLVA,GOLDEN VALLEY CO.,ND,07/25/2001,18:45,CST,Tornado,F2,0,0,0.00K,0.00K
MADDOCK,BENSON CO.,ND,08/08/2001,17:15,CST,Tornado,F2,0,0,50.00K,0.00K
MADDOCK,BENSON CO.,ND,08/08/2001,17:18,CST,Tornado,F2,0,0,300.00K,0.00K
JACKSON,DAKOTA CO.,NE,08/17/2001,16:45,CST,Tornado,F2,0,3,3.000M,0.00K
WAVERLY,BREMER CO.,IA,09/06/2001,16:43,CST,Tornado,F2,0,0,100.00K,10.00K
AURORA,BUCHANAN CO.,IA,09/06/2001,17:30,CST,Tornado,F2,0,0,300.00K,0.00K
EDGAR,CLAY CO.,NE,09/22/2001,18:42,CST,Tornado,F3,0,0,1.250M,1.500M
CENTRAL CITY,MERRICK CO.,NE,10/09/2001,16:17,CST,Tornado,F2,0,0,300.00K,25.00K
POLK,POLK CO.,NE,10/09/2001,16:55,CST,Tornado,F3,0,0,1.800M,800.00K
MONTICELLO,PIATT CO.,IL,10/24/2001,12:35,CST,Tornado,F2,0,0,2.200M,0.00K
WANATAH,LA PORTE CO.,IN,10/24/2001,15:15,EST,Tornado,F2,1,0,750.00K,0.00K
CRUMSTOWN,ST. JOSEPH CO.,IN,10/24/2001,15:50,EST,Tornado,F3,1,2,3.000M,0.00K
MISHAWAKA,ST. JOSEPH CO.,IN,10/24/2001,16:05,EST,Tornado,F2,0,0,1.300M,0.00K
CORUNNA,DE KALB CO.,IN,10/24/2001,17:11,EST,Tornado,F2,0,0,1.000M,0.00K
FT JENNINGS,PUTNAM CO.,OH,10/24/2001,18:40,EST,Tornado,F3,0,0,1.000M,0.00K
EXETER,BARRY CO.,MO,11/23/2001,20:28,CST,Tornado,F2,0,3,1.000M,500.00K
WAYNE CITY,WAYNE CO.,IL,04/21/2002,14:51,CST,Tornado,F3,1,42,4.000M,0.00K
VAN BUREN,CARTER CO.,MO,04/24/2002,15:13,CST,Tornado,F4,0,2,15.000M,0.00K
HENDRICKSON,BUTLER CO.,MO,04/24/2002,15:45,CST,Tornado,F4,0,14,30.000M,0.00K
FREDERICKTOWN,MADISON CO.,MO,04/24/2002,15:45,CST,Tornado,F2,0,3,0.00K,0.00K
WILLOW SPGS,HOWELL CO.,MO,04/27/2002,21:40,CST,Tornado,F2,0,0,1.500M,0.00K
MARBLE HILL,BOLLINGER CO.,MO,04/27/2002,23:40,CST,Tornado,F3,1,16,4.000M,0.00K
GALATIA,SALINE CO.,IL,04/28/2002,0:07,CST,Tornado,F2,0,3,3.500M,0.00K
DONGOLA,UNION CO.,IL,04/28/2002,0:18,CST,Tornado,F3,1,8,5.000M,0.00K
CYPRESS,JOHNSON CO.,IL,04/28/2002,0:35,CST,Tornado,F2,0,2,3.000M,0.00K
VIENNA,JOHNSON CO.,IL,04/28/2002,0:46,CST,Tornado,F2,0,2,100.00K,0.00K
DIXON SPGS,POPE CO.,IL,04/28/2002,0:59,CST,Tornado,F3,0,1,400.00K,0.00K
TOBINSPORT,PERRY CO.,IN,04/28/2002,3:05,EST,Tornado,F2,0,12,800.00K,0.00K
CRYSTAL SPGS,STARK CO.,OH,4/28/2002,12:58,EST,Tornado,F2,0,2,45.500M,0.00K
ADAMSVILLE,GALLIA CO.,OH,5/8/2002,17:07,EST,Tornado,F2,0,3,3.500M,0.00K
ROTHSAY,WILKIN CO.,MN,06/19/2002,15:45,CST,Tornado,F2,0,0,25.00K,0.00K
BARNARD,BROWN CO.,SD,06/23/2002,18:53,CST,Tornado,F3,0,0,0.00K,0.00K
BARNARD,BROWN CO.,SD,06/23/2002,19:24,CST,Tornado,F4,0,0,0.00K,0.00K
HERRICK,GREGORY CO.,SD,08/09/2002,16:45,CST,Tornado,F2,0,0,1.000M,0.00K
MEDINA,STUTSMAN CO.,ND,08/11/2002,15:00,CST,Tornado,F4,0,0,650.00K,0.00K
WADESVILLE,POSEY CO.,IN,09/20/2002,9:50,CST,Tornado,F2,0,1,500.00K,0.00K
MONROE CITY,KNOX CO.,IN,9/20/2002,11:37,EST,Tornado,F2,0,2,1.000M,20.00K
WASHINGTON,DAVIESS CO.,IN,9/20/2002,11:58,EST,Tornado,F2,0,0,25.00K,10.00K
ELLETTSVILLE,MONROE CO.,IN,09/20/2002,12:59,EST,Tornado,F3,0,0,10.000M,20.00K
MARTINSVILLE,MORGAN CO.,IN,09/20/2002,13:05,EST,Tornado,F3,0,28,15.000M,30.00K
GREENWOOD,JOHNSON CO.,IN,09/20/2002,13:35,EST,Tornado,F3,0,0,25.000M,10.00K
SOUTHPORT,MARION CO.,IN,09/20/2002,13:42,EST,Tornado,F2,0,97,40.000M,0.00K
PENDLETON,MADISON CO.,IN,9/20/2002,14:13,EST,Tornado,F2,0,2,8.000M,25.00K
NEW CASTLE,HENRY CO.,IN,9/20/2002,14:47,EST,Tornado,F2,0,0,2.000M,10.00K
MUNCIE,DELAWARE CO.,IN,9/20/2002,14:54,EST,Tornado,F2,0,0,3.000M,15.00K
BERNE,ADAMS CO.,IN,11/10/2002,14:59,EST,Tornado,F3,0,0,125.00K,0.00K
WILLSHIRE,VAN WERT CO.,OH,11/10/2002,15:15,EST,Tornado,F4,2,17,30.000M,0.00K
ROSELMS,PAULDING CO.,OH,11/10/2002,15:43,EST,Tornado,F3,0,0,0.00K,0.00K
CONTINENTAL,PUTNAM CO.,OH,11/10/2002,15:58,EST,Tornado,F3,2,0,0.00K,0.00K
EAST LIBERTY,LOGAN CO.,OH,11/10/2002,16:38,EST,Tornado,F3,0,0,30.00K,0.00K
RAYMOND,UNION CO.,OH,11/10/2002,16:45,EST,Tornado,F3,0,2,500.00K,0.00K
ARCADIA,HANCOCK CO.,OH,11/10/2002,16:57,EST,Tornado,F2,0,0,11.000M,0.00K
TIFFIN,SENECA CO.,OH,11/10/2002,17:15,EST,Tornado,F3,1,2,12.800M,0.00K
PORT CLINTON,OTTAWA CO.,OH,11/10/2002,17:30,EST,Tornado,F2,0,4,13.500M,0.00K
POLK,ASHLAND CO.,OH,11/10/2002,17:48,EST,Tornado,F2,0,0,1.600M,0.00K
HOMERVILLE,MEDINA CO.,OH,11/10/2002,17:58,EST,Tornado,F2,0,0,750.00K,0.00K
WEST SALEM,WAYNE CO.,OH,11/10/2002,18:20,EST,Tornado,F2,0,0,1.20K,0.00K
MACEDONIA,SUMMIT CO.,OH,11/10/2002,19:00,EST,Tornado,F2,0,0,10.200M,0.00K
MT VERNON,LAWRENCE CO.,MO,12/17/2002,23:05,CST,Tornado,F2,2,17,500.00K,0.00K
PARKVILLE,PLATTE CO.,MO,05/04/2003,15:35,CST,Tornado,F4,0,0,32.000M,0.00K
GLADSTONE,CLAY CO.,MO,05/04/2003,15:40,CST,Tornado,F4,0,0,50.00K,0.00K
GLADSTONE,CLAY CO.,MO,05/04/2003,15:45,CST,Tornado,F4,0,13,31.000M,0.00K
LIBERTY,CLAY CO.,MO,05/04/2003,15:59,CST,Tornado,F2,0,0,60.000M,0.00K
LIBERAL,BARTON CO.,MO,5/4/2003,16:15,CST,Tornado,F4,1,10,13.000M,1.000M
LIBERAL,BARTON CO.,MO,5/4/2003,16:31,CST,Tornado,F3,0,0,5.000M,1.000M
JERICO SPGS,CEDAR CO.,MO,05/04/2003,17:00,CST,Tornado,F3,3,37,40.000M,3.000M
GARDEN CITY,CASS CO.,MO,05/04/2003,17:04,CST,Tornado,F2,0,0,200.00K,0.00K
LATOUR,JOHNSON CO.,MO,05/04/2003,17:10,CST,Tornado,F2,0,0,1.00K,0.00K
CARL JCT,JASPER CO.,MO,05/04/2003,17:15,CST,Tornado,F3,2,15,21.200M,0.00K
DUNNEGAN,POLK CO.,MO,05/04/2003,17:45,CST,Tornado,F2,0,0,3.700M,1.000M
RITCHEY,NEWTON CO.,MO,05/04/2003,17:50,CST,Tornado,F2,0,0,500.00K,0.00K
PIERCE CITY,LAWRENCE CO.,MO,05/04/2003,17:58,CST,Tornado,F3,5,33,27.500M,0.00K
PITTSBURG,HICKORY CO.,MO,05/04/2003,18:18,CST,Tornado,F2,0,0,0.00K,0.00K
LOUISBURG,DALLAS CO.,MO,05/04/2003,18:20,CST,Tornado,F3,2,10,3.800M,0.00K
BILLINGS,CHRISTIAN CO.,MO,05/04/2003,18:35,CST,Tornado,F3,1,3,5.100M,0.00K
DECATURVILLE,CAMDEN CO.,MO,05/04/2003,18:36,CST,Tornado,F3,4,27,5.000M,1.000M
BATTLEFIELD,GREENE CO.,MO,05/04/2003,18:50,CST,Tornado,F3,1,12,14.700M,0.00K
MORLEY,SCOTT CO.,MO,05/04/2003,19:53,CST,Tornado,F2,0,0,75.00K,0.00K
GRAND CHAIN,PULASKI CO.,IL,05/06/2003,20:32,CST,Tornado,F4,1,13,3.500M,0.00K
HILLERMAN,MASSAC CO.,IL,05/06/2003,20:40,CST,Tornado,F4,1,20,10.000M,0.00K
TEMPLE HILL,POPE CO.,IL,05/06/2003,21:14,CST,Tornado,F3,0,0,2.500M,0.00K
WILLARD,ALEXANDER CO.,IL,05/06/2003,21:27,CST,Tornado,F2,0,1,300.00K,0.00K
METROPOLIS,MASSAC CO.,IL,05/06/2003,21:55,CST,Tornado,F2,0,0,80.00K,0.00K
GRASSY,BOLLINGER CO.,MO,05/06/2003,19:04,CST,Tornado,F2,0,0,40.00K,0.00K
JACKSON,CAPE GIRARDEAU CO.,MO,05/06/2003,19:45,CST,Tornado,F3,0,2,12.000M,0.00K
WYATT,MISSISSIPPI CO.,MO,05/06/2003,21:34,CST,Tornado,F2,0,0,0.00K,0.00K
CORDER,LAFAYETTE CO.,MO,05/09/2003,21:15,CST,Tornado,F2,0,0,500.00K,0.00K
BLACKBURN,SALINE CO.,MO,05/09/2003,21:26,CST,Tornado,F2,0,0,0.00K,0.00K
MEYER,ADAMS CO.,IL,05/10/2003,17:36,CST,Tornado,F2,0,4,0.00K,0.00K
TIOGA,HANCOCK CO.,IL,05/10/2003,17:49,CST,Tornado,F2,0,0,400.00K,0.00K
TIMEWELL,BROWN CO.,IL,05/10/2003,18:50,CST,Tornado,F2,0,0,0.00K,0.00K
RUSHVILLE,SCHUYLER CO.,IL,05/10/2003,19:14,CST,Tornado,F2,0,0,0.00K,0.00K
MANITO,MASON CO.,IL,05/10/2003,20:33,CST,Tornado,F2,0,1,0.00K,0.00K
SOUTH PEKIN,TAZEWELL CO.,IL,05/10/2003,20:45,CST,Tornado,F3,0,32,10.000M,0.00K
EUREKA,WOODFORD CO.,IL,05/10/2003,21:21,CST,Tornado,F2,0,4,0.00K,0.00K
ARGYLE,LEE CO.,IA,05/10/2003,17:28,CST,Tornado,F2,0,0,1.000M,0.00K
BARING,KNOX CO.,MO,05/10/2003,16:33,CST,Tornado,F2,0,0,0.00K,0.00K
STEFFENVILLE,LEWIS CO.,MO,05/10/2003,17:08,CST,Tornado,F2,0,6,5.000M,0.00K
ELY,MARION CO.,MO,05/10/2003,17:40,CST,Tornado,F3,0,0,0.00K,0.00K
CAZENOVIA,WOODFORD CO.,IL,05/30/2003,18:53,CST,Tornado,F2,0,0,0.00K,0.00K
LINCOLN,LOGAN CO.,IL,05/30/2003,19:38,CST,Tornado,F2,0,0,2.500M,0.00K
HALLVILLE,DE WITT CO.,IL,05/30/2003,19:51,CST,Tornado,F2,0,4,9.300M,0.00K
EMMET,HOLT CO.,NE,06/09/2003,18:30,CST,Tornado,F3,0,0,5.700M,1.300M
CASEYVILLE,ST. CLAIR CO.,IL,06/10/2003,17:05,CST,Tornado,F2,0,2,0.00K,0.00K
LEWELLEN,GARDEN CO.,NE,06/20/2003,18:28,MST,Tornado,F2,0,0,100.00K,8.00K
DESHLER,THAYER CO.,NE,06/22/2003,17:43,CST,Tornado,F2,1,7,10.000M,1.000M
COLERIDGE,CEDAR CO.,NE,06/23/2003,20:43,CST,Tornado,F4,1,0,3.700M,0.00K
GIBBON,SIBLEY CO.,MN,06/24/2003,18:33,CST,Tornado,F2,0,0,1.000M,0.00K
BUFFALO LAKE,RENVILLE CO.,MN,06/24/2003,18:45,CST,Tornado,F2,0,5,14.000M,0.00K
MT VERNON,DAVISON CO.,SD,06/24/2003,16:17,CST,Tornado,F2,0,0,500.00K,0.00K
WOONSOCKET,SANBORN CO.,SD,06/24/2003,17:26,CST,Tornado,F3,0,0,500.00K,0.00K
ESMOND,KINGSBURY CO.,SD,06/24/2003,18:29,CST,Tornado,F4,0,4,3.000M,0.00K
MANCHESTER,KINGSBURY CO.,SD,06/24/2003,18:58,CST,Tornado,F2,0,0,200.00K,0.00K
CENTERVILLE,TURNER CO.,SD,06/24/2003,19:00,CST,Tornado,F2,0,0,0.00K,0.00K
DAVIS,TURNER CO.,SD,06/24/2003,19:22,CST,Tornado,F2,0,0,500.00K,0.00K
CAVOUR,BEADLE CO.,SD,06/24/2003,20:25,CST,Tornado,F3,0,0,1.500M,0.00K
PARKER,TURNER CO.,SD,06/24/2003,20:30,CST,Tornado,F2,0,0,3.000M,0.00K
YALE,BEADLE CO.,SD,06/24/2003,21:05,CST,Tornado,F2,0,0,0.00K,0.00K
TUTHILL,BENNETT CO.,SD,07/03/2003,18:58,MST,Tornado,F2,0,0,75.00K,0.00K
LAKE CRYSTAL,BLUE EARTH CO.,MN,07/14/2003,19:20,CST,Tornado,F2,0,0,100.00K,0.00K
ST CLAIR,BLUE EARTH CO.,MN,07/14/2003,19:43,CST,Tornado,F2,0,0,2.000M,0.00K
COVINGTON,LINN CO.,IA,07/20/2003,21:58,CST,Tornado,F2,0,0,500.00K,45.00K
CEDAR RAPIDS,LINN CO.,IA,07/20/2003,22:06,CST,Tornado,F2,0,0,2.000M,0.00K
WEBBERVILLE,INGHAM CO.,MI,08/21/2003,19:55,EST,Tornado,F2,0,2,500.00K,200.00K
WOOSTER,WAYNE CO.,OH,11/12/2003,19:00,EST,Tornado,F2,0,3,21.000M,0.00K
NEW PHILADELPHIA,TUSCARAWAS CO.,OH,11/12/2003,20:00,EST,Tornado,F2,0,1,160.00K,0.00K
FLORID,PUTNAM CO.,IL,04/20/2004,16:44,CST,Tornado,F2,0,5,8.000M,0.00K
PERU,LA SALLE CO.,IL,04/20/2004,16:53,CST,Tornado,F3,8,7,0.00K,0.00K
UTICA,LA SALLE CO.,IL,04/20/2004,17:10,CST,Tornado,F2,0,0,0.00K,0.00K
HOPKINS PARK,KANKAKEE CO.,IL,04/20/2004,18:18,CST,Tornado,F2,0,0,0.00K,0.00K
ELLSINORE,CARTER CO.,MO,04/24/2004,16:12,CST,Tornado,F2,0,5,600.00K,0.00K
CRUMP,CAPE GIRARDEAU CO.,MO,04/24/2004,18:47,CST,Tornado,F2,0,0,10.00K,0.00K
HUMBOLDT,KITTSON CO.,MN,05/19/2004,18:05,CST,Tornado,F3,0,0,200.00K,0.00K
BINFORD,GRIGGS CO.,ND,05/19/2004,15:50,CST,Tornado,F2,0,0,0.00K,0.00K
LEROY,PEMBINA CO.,ND,05/19/2004,17:20,CST,Tornado,F2,0,0,0.00K,0.00K
PALO,LINN CO.,IA,05/21/2004,15:22,CST,Tornado,F3,0,0,250.00K,50.00K
ROLFE,POCAHONTAS CO.,IA,05/21/2004,17:08,CST,Tornado,F2,0,0,25.00K,5.00K
BRADGATE,HUMBOLDT CO.,IA,05/21/2004,17:19,CST,Tornado,F2,0,15,2.500M,10.00K
BELVIDERE,THAYER CO.,NE,05/22/2004,18:00,CST,Tornado,F2,0,0,2.500M,500.00K
SPRING RANCH,CLAY CO.,NE,05/22/2004,18:30,CST,Tornado,F2,0,0,4.500M,1.000M
WESTERN,SALINE CO.,NE,05/22/2004,18:38,CST,Tornado,F2,0,8,20.000M,0.00K
CLATONIA,GAGE CO.,NE,05/22/2004,19:10,CST,Tornado,F4,0,0,20.000M,0.00K
HALLAM,LANCASTER CO.,NE,05/22/2004,19:30,CST,Tornado,F4,1,30,100.000M,0.00K
GRIDLEY,MCLEAN CO.,IL,05/23/2004,19:20,CST,Tornado,F2,0,0,0.00K,0.00K
PONTIAC,LIVINGSTON CO.,IL,05/23/2004,19:26,CST,Tornado,F2,0,0,0.00K,0.00K
JACKSONVILLE,MORGAN CO.,IL,05/24/2004,22:35,CST,Tornado,F2,0,1,4.000M,0.00K
STANBERRY,GENTRY CO.,MO,05/24/2004,15:55,CST,Tornado,F2,0,1,10.000M,0.00K
ROSCOE,ST. CLAIR CO.,MO,05/26/2004,21:20,CST,Tornado,F2,0,1,500.00K,0.00K
BORDEN,CLARK CO.,IN,05/27/2004,18:45,EST,Tornado,F2,0,0,1.000M,0.00K
CAMDEN PT,PLATTE CO.,MO,05/29/2004,17:22,CST,Tornado,F3,0,0,30.00K,0.00K
DE KALB,BUCHANAN CO.,MO,05/29/2004,17:30,CST,Tornado,F3,0,0,0.00K,0.00K
OSBORN,DE KALB CO.,MO,05/29/2004,20:40,CST,Tornado,F2,0,0,0.00K,0.00K
WEATHERBY,DE KALB CO.,MO,05/29/2004,21:30,CST,Tornado,F4,3,6,300.00K,0.00K
PATTONSBURG,DAVIESS CO.,MO,05/29/2004,21:35,CST,Tornado,F4,0,0,0.00K,0.00K
BETHANY,HARRISON CO.,MO,05/29/2004,21:50,CST,Tornado,F4,0,0,0.00K,0.00K
TASWELL,CRAWFORD CO.,IN,05/30/2004,14:25,EST,Tornado,F3,1,11,5.000M,0.00K
SUNSHINE GARDENS,MARION CO.,IN,05/30/2004,19:00,EST,Tornado,F2,0,26,19.000M,0.00K
DAYTON,TIPPECANOE CO.,IN,05/30/2004,19:29,EST,Tornado,F2,0,0,1.000M,0.00K
NEWBURGH,WARRICK CO.,IN,05/30/2004,19:40,CST,Tornado,F2,0,0,2.500M,0.00K
PERU,MIAMI CO.,IN,05/30/2004,20:55,EST,Tornado,F3,0,1,6.000M,0.00K
DOUGLAS,WARD CO.,ND,06/06/2004,18:34,CST,Tornado,F2,0,0,0.00K,0.00K
WEBB,CLAY CO.,IA,06/11/2004,13:21,CST,Tornado,F3,0,0,50.00K,0.00K
EVERLY,CLAY CO.,IA,06/11/2004,14:05,CST,Tornado,F2,0,0,500.00K,0.00K
RICEVILLE,HOWARD CO.,IA,06/11/2004,16:56,CST,Tornado,F3,0,0,190.00K,30.00K
LE ROY,MOWER CO.,MN,06/11/2004,17:05,CST,Tornado,F3,0,0,3.000M,20.00K
BARTLETT,WHEELER CO.,NE,07/12/2004,18:10,CST,Tornado,F2,0,0,130.00K,0.00K
ERICSON,WHEELER CO.,NE,07/12/2004,18:35,CST,Tornado,F2,0,0,90.00K,0.00K
METAMORA,WOODFORD CO.,IL,7/13/2004,13:34,CST,Tornado,F4,0,3,0.00K,0.00K
FINLEY,STEELE CO.,ND,07/18/2004,18:28,CST,Tornado,F2,0,0,250.00K,0.00K
LITCHVILLE,BARNES CO.,ND,07/18/2004,19:25,CST,Tornado,F4,0,0,1.700M,100.00K
TOWER CITY,CASS CO.,ND,07/18/2004,20:33,CST,Tornado,F2,0,0,500.00K,0.00K
HOLTON,RIPLEY CO.,IN,07/30/2004,19:17,EST,Tornado,F2,0,2,465.00K,0.00K
RIVERTON,FREMONT CO.,IA,08/26/2004,16:58,CST,Tornado,F2,0,0,0.00K,0.00K
COIN,PAGE CO.,IA,08/26/2004,17:30,CST,Tornado,F2,0,0,0.00K,0.00K
PERHAM,OTTER TAIL CO.,MN,09/05/2004,14:20,CST,Tornado,F2,0,0,250.00K,0.00K
ROSHOLT,ROBERTS CO.,SD,09/23/2004,14:04,CST,Tornado,F2,0,0,0.00K,0.00K
GOREVILLE,JOHNSON CO.,IL,10/18/2004,18:28,CST,Tornado,F2,0,2,500.00K,0.00K
ABBOTT,POPE CO.,IL,10/18/2004,18:55,CST,Tornado,F2,0,0,150.00K,0.00K
COOTER,PEMISCOT CO.,MO,10/18/2004,18:55,CST,Tornado,F2,3,7,300.00K,0.00K
CROOKSTON,POLK CO.,MN,05/21/2005,14:18,CST,Tornado,F2,0,0,10.00K,0.00K
OTTERTAIL,OTTER TAIL CO.,MN,06/20/2005,9:44,CST,Tornado,F2,0,0,0.00K,0.00K
BLUFFTON,OTTER TAIL CO.,MN,06/20/2005,10:14,CST,Tornado,F2,0,0,0.00K,0.00K
ORLEANS,KITTSON CO.,MN,06/23/2005,15:22,CST,Tornado,F2,0,0,0.00K,0.00K
FISHER,POLK CO.,MN,06/23/2005,16:22,CST,Tornado,F2,0,0,0.00K,0.00K
FISHER,POLK CO.,MN,06/23/2005,16:34,CST,Tornado,F2,0,0,0.00K,0.00K
HARRISBURG,BANNER CO.,NE,06/27/2005,14:49,MST,Tornado,F2,0,0,300.00K,0.00K
FERGUS FALLS,OTTER TAIL CO.,MN,06/29/2005,16:10,CST,Tornado,F2,0,0,0.00K,0.00K
HAVANA,SARGENT CO.,ND,06/29/2005,14:25,CST,Tornado,F2,0,0,0.00K,0.00K
NORTHCOTE,KITTSON CO.,MN,07/02/2005,18:45,CST,Tornado,F2,0,0,0.00K,0.00K
HUMBOLDT,KITTSON CO.,MN,07/02/2005,19:06,CST,Tornado,F2,0,0,0.00K,0.00K
HUMBOLDT,KITTSON CO.,MN,07/02/2005,19:50,CST,Tornado,F2,0,0,0.00K,0.00K
ORLEANS,KITTSON CO.,MN,07/02/2005,20:09,CST,Tornado,F2,0,0,0.00K,0.00K
ONWARD,CASS CO.,IN,07/26/2005,20:25,EST,Tornado,F2,0,0,100.00K,0.00K
BUNKER HILL,MIAMI CO.,IN,07/26/2005,20:27,EST,Tornado,F2,0,0,350.00K,0.00K
HORACE,CASS CO.,ND,09/05/2005,18:50,CST,Tornado,F2,0,0,0.00K,0.00K
COON RAPIDS,ANOKA CO.,MN,09/21/2005,18:16,CST,Tornado,F2,0,1,5.000M,0.00K
THAYER,OREGON CO.,MO,11/5/2005,22:20,CST,Tornado,F2,0,0,1.500M,0.00K
GATEWOOD,RIPLEY CO.,MO,11/05/2005,22:39,CST,Tornado,F2,0,0,75.00K,0.00K
CYPRESS,VANDERBURGH CO.,IN,11/06/2005,1:45,CST,Tornado,F3,0,0,150.00K,0.00K
EVANSVILLE,VANDERBURGH CO.,IN,11/06/2005,1:54,CST,Tornado,F3,20,200,15.000M,0.00K
NEWBURGH,WARRICK CO.,IN,11/06/2005,2:03,CST,Tornado,F3,4,30,65.000M,0.00K
MINBURN,DALLAS CO.,IA,11/12/2005,16:28,CST,Tornado,F2,0,0,2.500M,0.00K
DAYTON,WEBSTER CO.,IA,11/12/2005,16:33,CST,Tornado,F2,0,0,450.00K,0.00K
STRATFORD,HAMILTON CO.,IA,11/12/2005,16:41,CST,Tornado,F3,1,3,11.700M,0.00K
MADRID,BOONE CO.,IA,11/12/2005,16:41,CST,Tornado,F2,0,2,750.00K,0.00K
AMES,STORY CO.,IA,11/12/2005,17:01,CST,Tornado,F2,0,1,250.00K,0.00K
WASHINGTON,DAVIESS CO.,IN,11/15/2005,15:40,EST,Tornado,F3,0,31,11.600M,0.00K
NORRISTOWN,SHELBY CO.,IN,11/15/2005,17:20,EST,Tornado,F3,0,1,5.000M,0.00K
GATEWOOD,RIPLEY CO.,MO,11/27/2005,22:30,CST,Tornado,F2,1,0,250.00K,0.00K
CHESTER,RANDOLPH CO.,IL,03/11/2006,21:47,CST,Tornado,F2,0,0,0.00K,0.00K
FULTS,MONROE CO.,IL,03/11/2006,21:47,CST,Tornado,F2,0,0,0.00K,0.00K
CUTLER,PERRY CO.,IL,03/11/2006,22:15,CST,Tornado,F2,0,2,1.200M,0.00K
CHLORIDE,IRON CO.,MO,03/11/2006,20:10,CST,Tornado,F2,0,0,0.00K,0.00K
BREWER,PERRY CO.,MO,03/11/2006,21:20,CST,Tornado,F3,2,10,1.000M,0.00K
WOMACK,STE. GENEVIEVE CO.,MO,03/11/2006,21:20,CST,Tornado,F2,0,2,0.00K,0.00K
FESTUS,JEFFERSON CO.,MO,03/11/2006,21:42,CST,Tornado,F3,0,0,0.00K,0.00K
HILLVIEW,GREENE CO.,IL,03/12/2006,19:12,CST,Tornado,F2,0,0,0.00K,0.00K
MANCHESTER,SCOTT CO.,IL,03/12/2006,19:29,CST,Tornado,F2,0,0,0.00K,0.00K
MURRAYVILLE,MORGAN CO.,IL,03/12/2006,19:36,CST,Tornado,F2,0,1,0.00K,0.00K
NEW BERLIN,SANGAMON CO.,IL,03/12/2006,20:02,CST,Tornado,F2,0,19,0.00K,0.00K
SPRINGFIELD,SANGAMON CO.,IL,03/12/2006,20:24,CST,Tornado,F2,0,0,0.00K,0.00K
RIVERTON,SANGAMON CO.,IL,03/12/2006,20:32,CST,Tornado,F2,0,4,0.00K,0.00K
